Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Ethiopia,Afar,ABC Computers,5,Acer,Aspire 5,SSD,Jacob Spencer,Returns,12395,16901,Bank Transfer,173,2023-11-06,,0,4GB,806,Offline,Low,0,643,14821,500GB
Africa,Angola,Zaire,S & A Computer Place,2,Microsoft,Surface Studio,HDD,Lori Anderson,New Sales,22183,24450,Finance,270,2023-05-31,2023-06-29,20248,4GB,515,Online,Low,0,26,24194,1TB
Africa,Kenya,Vihiga,Frankies Hardware and Software,6,Lenovo,ThinkPad X1 Carbon,SSD,Tonya Nolan,Returns,6666,9582,Finance,450,2023-01-06,2023-01-17,43103,2GB,846,Online,Low,0,195,8536,500GB
North America,Texas,Midland,Benjis Tech,9,Toshiba,Satellite,HDD,Courtney Morgan,Returns,26402,29530,Finance,445,2023-05-30,2023-06-04,14230,2GB,717,Online,Low,0,766,28812,500GB
Africa,Ghana,Brong-Ahafo,Jacks Hardware,9,Microsoft,Surface Neo,SSD,Jessica Morgan,Repairs,10060,14433,Finance,806,2023-07-11,,9314,2GB,679,Offline,Low,3780,486,12373,500GB
Africa,Tanzania,Kilimanjaro,Frankies Hardware and Software,9,Apple,Apple MacBook Pro,HDD,Mitchell Atkins,Returns,12773,17503,Finance,754,2022-12-17,,45734,2GB,617,Offline,Low,0,286,13206,256GB
Africa,Ethiopia,Dire Dawa,KyaSand Tech Gadgets,2,Apple,Apple MacBook Air,SSD,Alexa Hopkins,Second-hand Sales,12559,16456,Bank Transfer,46,2022-08-17,2022-08-22,0,16GB,780,Online,High,0,434,14310,256GB
North America,Georgia,Kennesaw,Western International PCs,7,MSI,GS66 Stealth,HDD,Michael Collins,Repairs,14974,18958,Cash,591,2021-11-28,2021-12-26,0,16GB,546,Online,Low,1616,370,16057,256GB
North America,Texas,Odessa,LJ Computers,1,HP,Omen,HDD,Courtney Morgan,Repairs,3045,6446,Finance,578,2021-06-04,2021-06-11,35589,8GB,464,Online,High,2693,93,4394,1TB
Africa,South Africa,North West,GHI Machines,7,Dell,G Series,SSD,Thomas Barr,Returns,22542,26884,Bank Transfer,308,2021-06-15,,0,2GB,773,Offline,Medium,0,170,22562,256GB
Africa,South Africa,Gauteng,Ricks Computers,1,Asus,ROG Zephyrus S GX701,SSD,Pamela Zavala,Repairs,5153,8573,Bank Transfer,636,2021-09-02,,0,16GB,717,Offline,Low,4112,277,7283,256GB
North America,Illinois,Hoffman Estates,GHI Machines,7,Apple,Apple Lisa,HDD,Ashley Jones,Second-hand Sales,18812,23337,Finance,813,2023-09-23,2023-10-06,31411,4GB,454,Online,Low,0,262,20284,500GB
North America,Michigan,Flint,Western International PCs,4,HP,ZBook,SSD,Teresa Martin,Second-hand Sales,19895,22548,Cash,996,2023-05-24,2023-05-25,0,8GB,657,Online,High,0,254,22094,256GB
North America,Georgia,Dunwoody,Western International PCs,3,Asus,ExpertBook B9,HDD,Michael Collins,Second-hand Sales,5410,8736,Finance,495,2022-01-08,2022-01-22,26085,4GB,765,Online,High,0,606,7239,256GB
Africa,South Africa,Mpumalanga,A & A PCs,4,Acer,Predator Triton 500,HDD,Thomas Barr,Repairs,21855,24622,Cash,571,2022-02-27,2022-03-05,0,8GB,498,Online,Low,3084,684,24297,500GB
Africa,Botswana,Southern,Benjis Tech,1,Acer,Spin 5,SSD,Lisa Williams,New Sales,2749,5091,Finance,225,2022-11-08,,2859,8GB,460,Offline,Low,0,406,3002,500GB
Africa,Kenya,Laikipia,DEF Machines,6,Dell,XPS,SSD,David Ellis,New Sales,5687,9510,Cash,159,2022-04-23,,0,8GB,688,Offline,Medium,0,305,7636,500GB
Africa,Kenya,Kisumu,S & A Computer Place,10,HP,Elitebook,SSD,Misty Green,New Sales,7398,11987,Finance,729,2022-05-08,2022-05-18,2715,8GB,816,Online,Medium,0,916,7889,1TB
North America,Michigan,Port Huron,Mini Tech,7,Lenovo,ThinkPad T14,SSD,Casey Dunn,New Sales,15422,18945,Finance,629,2022-04-22,,49061,8GB,736,Offline,Low,0,914,17114,1TB
North America,California,Stockton,S & A Computer Place,4,MSI,Modern 15,HDD,Larry Smith,Returns,7778,12515,Finance,476,2022-03-30,,31480,8GB,598,Offline,Medium,0,859,8570,256GB
North America,Illinois,Bolingbrook,A & A PCs,3,Acer,Swift 3,HDD,Katie Fernandez,Second-hand Sales,15934,18489,Finance,996,2021-03-18,2021-04-04,41289,2GB,488,Online,High,0,484,16569,500GB
Africa,Angola,Cuanza Sul,XYZ Tech,4,Lenovo,ThinkPad P15s,SSD,John Graham,Repairs,9352,12676,Cash,739,2021-08-19,2021-08-20,0,4GB,733,Online,Medium,2300,762,10594,256GB
Africa,South Africa,Free State,CK Tech Store,2,Toshiba,Dynabook,HDD,Mark Landry,Repairs,22654,26365,Finance,178,2022-12-04,,143,8GB,827,Offline,Low,4106,635,25344,500GB
Africa,South Africa,Free State,Western International PCs,2,Asus,VivoBook S14,HDD,Mary Nelson,Second-hand Sales,29640,32427,Cash,79,2021-11-06,2021-11-09,0,8GB,571,Online,Low,0,965,30277,1TB
North America,California,San Francisco,ABC Computers,6,Lenovo,ThinkCentre M920 Tiny,SSD,Larry Smith,New Sales,12807,17642,Cash,451,2022-01-14,,0,4GB,548,Offline,Medium,0,355,17261,1TB
North America,Florida,West Palm Beach,GHI Machines,7,Asus,ROG Strix Scar III,HDD,Rachel Rowe,New Sales,26565,30532,Finance,864,2021-04-09,,25180,4GB,720,Offline,High,0,543,27956,1TB
Africa,South Africa,KwaZulu-Natal,KyaSand Tech Gadgets,4,Toshiba,Qosmio,HDD,Pamela Zavala,Repairs,5504,7773,Bank Transfer,862,2022-05-04,,0,16GB,666,Offline,Medium,1788,578,7365,1TB
Africa,Ethiopia,Benishangul-Gumuz,A & A PCs,3,Microsoft,Surface Neo,SSD,Steven Walls,Repairs,28758,31381,Cash,248,2022-01-24,2022-01-25,0,2GB,642,Online,High,2904,578,29776,500GB
North America,Texas,El Paso,LJ Computers,8,Dell,Latitude,SSD,Michael Koch,Returns,23356,26178,Cash,781,2022-03-30,,0,2GB,477,Offline,Low,0,801,25822,500GB
Africa,Kenya,Tharaka-Nithi,ABC Computers,4,Lenovo,IdeaCentre AIO 3,HDD,Jason Robinson,New Sales,8800,12028,Finance,648,2023-02-04,2023-02-19,2200,4GB,767,Online,High,0,615,11044,256GB
North America,New York,Rochester,S & A Computer Place,5,Lenovo,ThinkCentre M920 Tiny,HDD,Victoria Hodges,Returns,10740,13626,Finance,387,2022-02-04,2022-02-06,39847,4GB,634,Online,Medium,0,634,11714,500GB
North America,Ohio,Euclid,GH PC Shop,1,Acer,Nitro 5,SSD,Ann Johnson,Repairs,12495,16939,Cash,316,2024-01-07,,0,8GB,824,Offline,Low,3715,650,16594,500GB
North America,Florida,Port St. Lucie,Benjis Tech,4,Acer,Chromebook Spin 311,HDD,Jordan Jensen,Second-hand Sales,6287,9492,Cash,167,2022-03-10,2022-03-28,0,4GB,788,Online,High,0,538,7150,256GB
Africa,Morocco,Figuig,S & A Computer Place,9,Lenovo,ThinkPad X13 Yoga,HDD,Brian Johnson,Returns,27280,29759,Bank Transfer,180,2021-12-16,,0,2GB,647,Offline,Medium,0,814,29071,1TB
Africa,Angola,Benguela,A & A PCs,9,HP,Envy,SSD,Lori Anderson,Second-hand Sales,5958,8640,Bank Transfer,397,2023-01-06,2023-01-26,0,16GB,607,Online,Low,0,563,6193,1TB
Africa,Egypt,Beheira,A & A PCs,4,Microsoft,Surface Studio,SSD,Evan Scott,New Sales,21459,25493,Cash,870,2021-06-20,2021-07-20,0,4GB,678,Online,High,0,56,22829,256GB
North America,California,Sacramento,LJ Computers,1,HP,Probook,SSD,Ryan Bradley,Repairs,22981,25045,Finance,159,2022-12-15,,30587,16GB,613,Offline,High,4994,201,24590,256GB
Africa,Ethiopia,Amhara,S & A Computer Place,10,Apple,Apple iMac,SSD,Samuel Hurst,Returns,2650,6585,Bank Transfer,548,2022-10-25,,0,16GB,706,Offline,Medium,0,590,2847,1TB
Africa,Ghana,Central,Ricks Computers,3,Samsung,Notebook Odyssey,SSD,Diana Ashley MD,New Sales,12583,14947,Finance,119,2021-08-27,,24544,8GB,786,Offline,Low,0,952,14455,500GB
Africa,Botswana,Kgalagadi,ABC Computers,6,Samsung,Notebook Odyssey,SSD,Heather Singleton,New Sales,13424,18110,Cash,442,2024-02-09,,0,2GB,434,Offline,Low,0,740,16139,1TB
Africa,Ethiopia,Afar,Benjis Tech,9,Samsung,Galaxy Chromebook 2,SSD,Joseph Good,Repairs,7868,10908,Finance,792,2023-06-29,2023-07-05,26279,8GB,617,Online,Low,4209,133,10747,256GB
North America,North Carolina,Jacksonville,Mini Tech,10,HP,Envy,HDD,Eric Hall,New Sales,22430,24737,Bank Transfer,687,2022-02-12,,0,8GB,652,Offline,High,0,909,22561,1TB
Africa,Kenya,Embu,Greens Laptops and PCs,5,Acer,Spin 5,SSD,Amy Johnson,Repairs,19394,23358,Bank Transfer,367,2024-03-09,2024-03-24,0,4GB,635,Online,Low,3388,777,22320,1TB
North America,Florida,Palm Bay,GH PC Shop,4,Dell,Inspiron,SSD,Rachel Rowe,New Sales,7094,11964,Cash,46,2022-09-29,,0,2GB,437,Offline,Medium,0,458,9541,500GB
North America,Texas,Austin,GHI Machines,4,Samsung,Chromebook 4,SSD,Mike Miranda,Returns,12085,14802,Cash,277,2022-01-17,2022-01-22,0,4GB,533,Online,Medium,0,753,12556,500GB
Africa,Tanzania,Rukwa,Benjis Tech,7,Microsoft,Surface Studio,HDD,Tara Price,New Sales,10547,15423,Finance,81,2023-01-18,,6436,2GB,541,Offline,High,0,40,13485,1TB
Africa,Ghana,Ashanti,XYZ Tech,8,Dell,Chromebook,SSD,Sheila Nichols,Second-hand Sales,13580,17508,Bank Transfer,782,2021-07-27,2021-08-01,0,4GB,776,Online,Medium,0,310,14507,1TB
North America,North Carolina,Fayetteville,Greens Laptops and PCs,8,Asus,VivoBook S14,SSD,Brittany Franklin,Returns,25193,28470,Finance,14,2021-05-25,2021-05-30,29885,8GB,845,Online,High,0,674,25665,256GB
North America,Florida,Port St. Lucie,Mini Tech,2,MSI,GP76 Leopard,SSD,Raymond Larson,Second-hand Sales,15648,18674,Cash,657,2021-12-06,,0,16GB,495,Offline,High,0,80,16424,500GB
North America,New York,Utica,ABC Computers,2,HP,Chromebook,HDD,Jake Lee,Second-hand Sales,20942,23339,Bank Transfer,211,2024-02-18,2024-03-09,0,8GB,532,Online,High,0,825,21162,256GB
Africa,Ghana,Central,Frankies Hardware and Software,3,Acer,Aspire 7,HDD,Jonathan Miller,New Sales,10991,15635,Bank Transfer,255,2023-04-12,2023-05-06,0,16GB,458,Online,High,0,520,12850,500GB
Africa,Ghana,Eastern,LJ Computers,3,Toshiba,Libretto,HDD,Diana Ashley MD,Repairs,12576,14628,Bank Transfer,784,2022-03-10,,0,16GB,838,Offline,Low,2579,664,13028,500GB
Africa,Ethiopia,Somali,S & A Computer Place,1,Dell,G Series,HDD,Christopher Nicholson,Repairs,15683,17738,Bank Transfer,987,2021-10-30,,0,8GB,770,Offline,Medium,2223,130,16166,256GB
Africa,Nigeria,Jigawa,S & A Computer Place,9,MSI,Alpha 15,SSD,Mary Shaw,Repairs,17370,19852,Finance,588,2021-04-28,2021-05-06,29202,2GB,461,Online,Low,4771,545,17395,1TB
North America,North Carolina,Winston-Salem,CK Tech Store,1,Lenovo,IdeaPad Flex 5,HDD,Calvin Rich,Repairs,14083,17774,Finance,453,2023-01-19,2023-01-25,4833,4GB,501,Online,Low,2059,128,16695,1TB
Africa,Kenya,Homa Bay,ABC Computers,9,HP,Probook,SSD,Danielle Cole,Repairs,24974,27712,Finance,597,2021-03-18,2021-03-28,26304,16GB,475,Online,Medium,4468,881,25377,500GB
Africa,Ethiopia,Harari,LJ Computers,1,Lenovo,ThinkPad X1 Carbon,HDD,Jacob Spencer,New Sales,20451,24701,Bank Transfer,271,2023-04-08,,0,2GB,536,Offline,High,0,268,20575,500GB
Africa,Angola,Lunda Norte,Ricks Computers,1,Toshiba,Qosmio,SSD,Aaron Thomas,Repairs,24775,29380,Cash,246,2021-05-01,,0,16GB,723,Offline,Medium,2768,540,29006,500GB
Africa,Egypt,Suez,GHI Machines,4,HP,Chromebook,SSD,Jacob Hudson,New Sales,22221,26558,Bank Transfer,994,2022-05-09,,0,8GB,727,Offline,High,0,665,24672,500GB
Africa,Angola,Luanda,Western International PCs,7,Acer,Aspire E 15,SSD,Ruben Snow,Returns,5530,7721,Bank Transfer,126,2021-06-12,,0,8GB,706,Offline,Medium,0,400,5860,500GB
North America,Texas,Frisco,Mini Tech,5,Apple,Apple Mac Pro,HDD,Mike Miranda,Repairs,29175,32550,Cash,2,2023-03-08,,0,16GB,761,Offline,High,3182,590,31844,500GB
Africa,South Africa,Eastern Cape,Jacks Hardware,9,Toshiba,Libretto,SSD,Mark Landry,Repairs,29157,33985,Cash,809,2023-05-21,2023-06-11,0,4GB,699,Online,High,4069,925,31839,1TB
North America,Michigan,Novi,Ricks Computers,6,Acer,Aspire 5,HDD,Rebecca Smith,New Sales,21769,25189,Bank Transfer,531,2021-05-16,2021-06-12,0,16GB,526,Online,Low,0,66,25100,500GB
North America,Texas,Arlington,CK Tech Store,10,Microsoft,Surface Laptop,HDD,Ashley Wright,Returns,18889,22241,Bank Transfer,498,2021-07-13,,0,8GB,532,Offline,High,0,697,19750,500GB
Africa,Nigeria,Katsina,Frankies Hardware and Software,9,Lenovo,ThinkPad X1 Carbon,SSD,Pamela Morgan,Returns,3685,8146,Finance,346,2023-01-31,,38571,4GB,745,Offline,High,0,211,8076,500GB
North America,Michigan,Ann Arbor,ABC Computers,10,Apple,Apple iMac,SSD,Kevin Padilla,Returns,14914,18168,Finance,752,2022-08-19,2022-09-14,19093,8GB,751,Online,Low,0,954,17636,256GB
North America,Michigan,Muskegon,DEF Machines,4,Apple,Apple Mac Mini,SSD,Rebecca Smith,Returns,13407,15831,Finance,762,2022-09-02,,7312,16GB,686,Offline,High,0,400,14823,500GB
North America,Pennsylvania,Altoona,GHI Machines,9,Dell,Vostro,HDD,Michael Chan,Repairs,8694,12807,Bank Transfer,662,2022-11-13,,0,8GB,825,Offline,Medium,4868,684,9094,256GB
North America,North Carolina,Winston-Salem,Frankies Hardware and Software,5,MSI,Alpha 15,SSD,Robert Wood,Returns,10244,13507,Cash,407,2021-05-17,2021-06-02,0,16GB,501,Online,Low,0,498,10315,1TB
North America,Georgia,Columbus,Jacks Hardware,6,Toshiba,Dynabook,SSD,Ashley Thomas,Repairs,21437,25087,Cash,448,2021-08-29,,0,8GB,483,Offline,Low,2942,980,21510,256GB
Africa,South Africa,Western Cape,DEF Machines,7,Asus,ROG Strix Scar III,HDD,Carol Smith,Returns,7704,10094,Cash,266,2021-07-30,,0,4GB,787,Offline,Low,0,247,8354,500GB
North America,Illinois,Joliet,XYZ Tech,5,Dell,XPS,SSD,Curtis Tucker,Second-hand Sales,26304,30900,Finance,724,2021-08-09,2021-08-31,24721,16GB,684,Online,High,0,687,27066,1TB
North America,Pennsylvania,Philadelphia,Frankies Hardware and Software,4,Microsoft,Surface Hub,SSD,Carl Davis,Second-hand Sales,8202,11661,Cash,129,2023-08-29,2023-09-10,0,2GB,628,Online,Medium,0,464,11509,500GB
Africa,Kenya,Taita-Taveta,Ricks Computers,5,Apple,Apple MacBook Pro,SSD,Kenneth Moore,New Sales,24500,28354,Bank Transfer,274,2023-07-25,,0,4GB,408,Offline,Low,0,965,26452,1TB
North America,Pennsylvania,Easton,GHI Machines,10,Microsoft,Surface Neo,HDD,Leah Watts,Repairs,3374,6870,Finance,275,2024-01-10,,1092,16GB,449,Offline,Medium,2213,96,6262,500GB
North America,Illinois,Waukegan,ABC Computers,3,Lenovo,ThinkPad X1 Yoga,HDD,Amanda Mitchell,Repairs,4125,8623,Finance,788,2024-01-20,,48229,16GB,549,Offline,High,2586,106,6876,500GB
Africa,Tanzania,Tanga,LJ Computers,4,Dell,Inspiron,HDD,Mitchell Atkins,Returns,14178,16429,Cash,823,2021-04-10,,0,2GB,835,Offline,High,0,664,16142,256GB
North America,Georgia,Statesboro,KyaSand Tech Gadgets,5,Acer,Swift 3,HDD,Rebecca Brown,New Sales,28153,30883,Finance,107,2023-10-14,,13272,16GB,665,Offline,Medium,0,908,28418,1TB
Africa,South Africa,KwaZulu-Natal,Greens Laptops and PCs,4,Toshiba,Satellite,HDD,Carol Smith,Repairs,25667,28893,Finance,58,2022-04-28,2022-05-18,37664,16GB,407,Online,Medium,4281,614,26650,1TB
Africa,Tanzania,Mbeya,ABC Computers,2,Lenovo,ThinkPad X1 Carbon,SSD,Tara Price,Repairs,24990,27690,Bank Transfer,815,2022-12-04,,0,16GB,775,Offline,Medium,1339,971,26411,1TB
Africa,Egypt,South Sinai,Jacks Hardware,7,Apple,Apple Power Mac G5,SSD,Michael Gibson,Second-hand Sales,17909,20383,Bank Transfer,425,2024-02-22,,0,2GB,578,Offline,High,0,483,20169,256GB
Africa,Kenya,Garissa,Mini Tech,2,Samsung,Notebook Flash,SSD,Amy Johnson,New Sales,26578,31459,Finance,866,2022-09-01,,11961,2GB,845,Offline,Medium,0,100,27547,500GB
North America,Texas,Garland,S & A Computer Place,9,Dell,Latitude,HDD,Lauren Morales,Second-hand Sales,14288,18145,Bank Transfer,778,2023-06-22,,0,16GB,497,Offline,Medium,0,963,15006,500GB
North America,Texas,Odessa,KyaSand Tech Gadgets,9,Apple,Apple Macintosh Classic,SSD,Lauren Morales,Second-hand Sales,9353,12521,Cash,676,2024-02-09,,0,16GB,442,Offline,Low,0,419,9707,256GB
Africa,Ethiopia,Tigray,Frankies Hardware and Software,9,Lenovo,ThinkPad X13 Yoga,HDD,Michael Summers,Second-hand Sales,17310,20422,Finance,537,2022-02-19,2022-03-02,30038,2GB,509,Online,High,0,892,19636,500GB
North America,Florida,Miramar,Jacks Hardware,5,Acer,Predator Triton 500,HDD,Alexis Murray,Returns,3036,5512,Cash,332,2021-06-06,,0,2GB,784,Offline,High,0,559,5288,256GB
Africa,Egypt,New Valley,S & A Computer Place,9,Apple,Apple Power Mac G5,SSD,Evan Scott,Repairs,7471,11820,Cash,633,2022-07-08,,0,8GB,723,Offline,Low,4870,693,7680,256GB
North America,Illinois,Skokie,Western International PCs,4,HP,Probook,HDD,Katie Fernandez,New Sales,23730,27336,Finance,995,2021-04-03,,6221,4GB,608,Offline,Low,0,370,23891,500GB
Africa,South Africa,Western Cape,LJ Computers,2,Acer,Chromebook Spin 311,HDD,Mark Landry,New Sales,20367,22625,Finance,152,2022-03-05,2022-03-16,9549,8GB,825,Online,Medium,0,53,22349,500GB
Africa,South Africa,KwaZulu-Natal,Benjis Tech,5,Dell,G Series,HDD,Pamela Zavala,New Sales,16553,20303,Bank Transfer,100,2022-03-26,,0,2GB,662,Offline,High,0,931,18311,256GB
Africa,Morocco,Errachidia,Benjis Tech,4,Microsoft,Surface Duo,HDD,Adam Schwartz,New Sales,11748,15959,Finance,175,2021-06-18,,38588,16GB,554,Offline,Low,0,728,13166,500GB
North America,North Carolina,Chapel Hill,Frankies Hardware and Software,5,Microsoft,Surface Book,HDD,Brady Walton,Returns,20138,23305,Finance,583,2022-06-14,2022-07-08,48966,8GB,582,Online,High,0,709,20171,500GB
North America,Ohio,Middletown,ABC Computers,1,Toshiba,Portege,HDD,Diamond Baker,New Sales,25193,28184,Cash,36,2022-10-05,2022-11-01,0,4GB,515,Online,Low,0,416,25570,500GB
Africa,South Africa,Eastern Cape,DEF Machines,2,Lenovo,ThinkPad T14,SSD,Mrs. Barbara Davenport,New Sales,15469,18819,Cash,425,2023-09-05,,0,16GB,455,Offline,Medium,0,117,16764,256GB
North America,North Carolina,Concord,KyaSand Tech Gadgets,8,Dell,G Series,HDD,Craig Wheeler,New Sales,18969,22141,Finance,561,2022-01-09,2022-01-14,45729,16GB,544,Online,Medium,0,281,22074,1TB
Africa,Egypt,Faiyum,A & A PCs,3,Microsoft,Surface Pro,HDD,Mario Daniel,New Sales,6219,9822,Finance,411,2023-05-29,,45068,4GB,536,Offline,Medium,0,573,8903,500GB
Africa,Egypt,Cairo,S & A Computer Place,9,Lenovo,IdeaCentre AIO 3,HDD,Jacob Hudson,New Sales,12934,16843,Cash,514,2022-12-17,2022-12-28,0,2GB,777,Online,Low,0,658,15189,1TB
Africa,Tanzania,Kilimanjaro,XYZ Tech,6,Toshiba,Chromebook,HDD,David Osborn,New Sales,12455,15319,Bank Transfer,518,2021-12-03,,0,4GB,626,Offline,Medium,0,969,13115,256GB
North America,Illinois,Peoria,ABC Computers,9,Asus,ROG Zephyrus S GX701,HDD,Jason Phillips,Returns,28202,31842,Cash,267,2022-03-29,,0,16GB,753,Offline,High,0,940,31005,500GB
Africa,Egypt,Beni Suef,Greens Laptops and PCs,1,Microsoft,Surface Duo,SSD,Christina Garza,Repairs,5368,9427,Bank Transfer,913,2021-12-04,,0,8GB,437,Offline,Low,3509,229,6773,256GB
Africa,Botswana,Kweneng,ABC Computers,3,Apple,Apple MacBook Pro,HDD,Melissa Dunn,Repairs,10864,14976,Cash,633,2023-11-04,2023-11-13,0,8GB,766,Online,Medium,4844,736,13401,1TB
Africa,Ghana,Greater Accra,DEF Machines,4,MSI,Modern 15,HDD,Jessica Morgan,Second-hand Sales,20693,24827,Finance,267,2023-07-24,,29826,4GB,605,Offline,Low,0,382,22437,500GB
North America,Illinois,Evanston,LJ Computers,10,Microsoft,Surface Go,HDD,Kathleen Robinson,Repairs,29924,33044,Bank Transfer,131,2022-11-23,2022-12-23,0,2GB,463,Online,High,2835,955,32635,500GB
Africa,Tanzania,Mara,LJ Computers,5,HP,Chromebook,HDD,Corey Rasmussen,Repairs,21453,24200,Cash,967,2024-01-13,2024-02-02,0,4GB,721,Online,Low,2794,920,22941,500GB
Africa,Ghana,Northern,Mini Tech,3,Acer,ConceptD 5,SSD,Krista Wu,Returns,10006,13205,Bank Transfer,45,2021-09-16,,0,8GB,798,Offline,High,0,346,10093,1TB
Africa,Angola,Huila,Benjis Tech,9,Apple,Apple Macintosh SE,SSD,Kimberly Duncan,New Sales,11486,13525,Bank Transfer,613,2021-06-17,2021-07-04,0,2GB,603,Online,Low,0,723,12015,1TB
Africa,Botswana,Kweneng,S & A Computer Place,4,Apple,Apple PowerBook G4,SSD,Melissa Dunn,Returns,29625,32777,Bank Transfer,904,2023-12-07,,0,4GB,418,Offline,Medium,0,876,30702,500GB
North America,Florida,Tampa,LJ Computers,1,Dell,Venue,SSD,Mark Evans,Returns,9884,14494,Bank Transfer,337,2023-07-01,,0,2GB,785,Offline,Low,0,73,11283,256GB
Africa,Tanzania,Mara,ABC Computers,2,Asus,VivoBook Flip 14,HDD,Alicia Evans,Returns,20311,23003,Cash,38,2022-10-05,,0,8GB,583,Offline,Low,0,448,20614,1TB
North America,Illinois,Mount Prospect,CK Tech Store,8,MSI,GE76 Raider,SSD,Daniel Serrano,Repairs,3310,6802,Finance,354,2023-10-03,2023-10-25,28546,2GB,431,Online,Low,2834,501,3538,500GB
North America,Illinois,Cicero,XYZ Tech,10,Microsoft,Surface Hub,HDD,Glenda Cohen,Second-hand Sales,3531,6124,Bank Transfer,499,2022-05-22,,0,16GB,585,Offline,Low,0,579,4055,256GB
Africa,Kenya,Busia,ABC Computers,8,Microsoft,Surface Laptop,SSD,Kenneth Moore,Second-hand Sales,22169,24512,Cash,467,2022-01-21,,0,2GB,826,Offline,Medium,0,967,22306,1TB
North America,North Carolina,Charlotte,A & A PCs,9,HP,Chromebook,SSD,Tony Valenzuela,Repairs,25969,29865,Finance,81,2021-03-13,,17909,8GB,536,Offline,Low,3801,636,26258,256GB
North America,Pennsylvania,York,ABC Computers,1,Asus,TUF Gaming A15,SSD,Nathan Villarreal,New Sales,9879,12048,Cash,264,2023-01-19,2023-01-24,0,2GB,786,Online,High,0,528,10239,256GB
North America,Georgia,Atlanta,A & A PCs,7,Acer,Predator Triton 500,SSD,Kimberly Smith,Returns,22233,26396,Bank Transfer,125,2022-02-07,2022-02-18,0,8GB,614,Online,Low,0,155,26181,500GB
Africa,Ethiopia,Benishangul-Gumuz,DEF Machines,2,Microsoft,Surface Duo,SSD,Christopher Nicholson,New Sales,10245,13542,Cash,415,2021-08-17,,0,4GB,723,Offline,High,0,161,10333,1TB
North America,North Carolina,Chapel Hill,LJ Computers,5,Apple,Apple Mac Mini,SSD,Brittany Franklin,Repairs,13392,17753,Finance,272,2022-02-20,,22386,2GB,810,Offline,Medium,2865,131,14738,256GB
Africa,Egypt,Ismailia,Frankies Hardware and Software,6,Acer,Predator Helios 300,SSD,Kelly Christian,Second-hand Sales,17960,21168,Cash,668,2022-12-26,2023-01-23,0,16GB,843,Online,Medium,0,338,20613,256GB
Africa,Morocco,Marrakesh-Safi,Western International PCs,7,Apple,Apple Mac Pro,HDD,Amy Owens,New Sales,3251,7206,Bank Transfer,739,2023-01-10,,0,2GB,459,Offline,Medium,0,795,5374,1TB
Africa,South Africa,Western Cape,A & A PCs,10,Microsoft,Surface Hub,HDD,Mary Nelson,Second-hand Sales,8842,11705,Finance,402,2022-03-06,,26789,16GB,547,Offline,Low,0,64,10475,500GB
North America,Georgia,Warner Robins,Greens Laptops and PCs,2,Lenovo,ThinkPad P15s,SSD,Christine Ramirez,Repairs,25985,30782,Finance,912,2022-03-05,2022-03-09,25454,16GB,845,Online,Medium,3195,131,29841,256GB
North America,Pennsylvania,Williamsport,GH PC Shop,9,Samsung,Notebook 9,SSD,Michael Smith,Returns,22179,25127,Finance,8,2021-08-29,2021-09-16,42644,8GB,473,Online,Medium,0,405,23858,500GB
Africa,Angola,Bie,GHI Machines,3,Toshiba,Tecra,SSD,Cassidy Mason,Repairs,9023,11172,Cash,603,2023-06-23,,0,4GB,678,Offline,Low,1700,155,11078,1TB
North America,Illinois,Peoria,XYZ Tech,6,MSI,GL65 Leopard,HDD,Jeremy Thomas,New Sales,5076,7945,Finance,420,2022-06-23,,49232,4GB,564,Offline,Low,0,413,5719,256GB
